row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-AUO97_RS00020	38.393056615602404	-1.9018646495379656	0.4616062267674898	-4.120101808106526	3.787050253117222e-5	9.21228663845409e-4
gene-AUO97_RS00075	14.50790333110986	-1.890378545574045	0.672140798248988	-2.812474038919704	0.004916199185487384	0.03571474114162893
gene-AUO97_RS00110	14.796904048689104	-4.181446336989782	1.1080925155449275	-3.77355345183743	1.609387182669156e-4	0.0028551062119064417
gene-AUO97_RS00195	15.996468164282131	-2.0149144832606156	0.6792420582485827	-2.9664159614262515	0.0030129268965711593	0.025421823749634743
gene-AUO97_RS00230	10.092389157706526	-2.6167060522357812	0.9036164560667164	-2.8958149607255304	0.003781753187027434	0.030282317914077532
gene-AUO97_RS00235	26.02811920325641	-1.708445213938222	0.5404073104022912	-3.161402854943649	0.0015701118123650326	0.016159067402256793
gene-AUO97_RS00240	7.021087740916014	-3.0311840436357196	1.1134599413132973	-2.7223108179900177	0.0064827138660419606	0.043731080302228435
gene-AUO97_RS00250	22.40595736384591	-1.6112570145698368	0.48715730021121506	-3.3074676575127784	9.414358217919613e-4	0.0111961126806444
gene-AUO97_RS00275	136.45537837282495	1.8295390821559556	0.20230858979235566	9.043308957043038	1.51999513172764e-19	8.134507279962419e-17
gene-AUO97_RS00280	135.85899015239556	-3.6768537111936563	0.5970632605035644	-6.158231387562836	7.35618239043e-10	8.435964877025262e-8
gene-AUO97_RS00345	126.81069221182243	1.6194087915187259	0.23020476256142108	7.0346450416578605	1.99768901591212e-12	3.7732820177022454e-10
gene-AUO97_RS00355	288.27981551675083	3.4423220647053054	0.387853462249321	8.875316065871555	6.973509212870094e-19	2.798992260315734e-16
gene-AUO97_RS00380	13.001263528176645	2.3245283990332006	0.5207585771100623	4.463735214757512	8.054308916954438e-6	2.510911255567058e-4
gene-AUO97_RS00420	2.0737399564837173	4.629316533347906	1.4827596984127327	3.122094927656521	0.0017956902783823974	0.017810545786401028
gene-AUO97_RS00485	15.145045699917564	-3.323266201750025	0.8986581427088335	-3.6980315915601376	2.1727785252760416e-4	0.003627544192371457
gene-AUO97_RS00510	11.766139535579457	2.312216291111952	0.5033333068568981	4.593807442529001	4.352310154161925e-6	1.5190508592406455e-4
gene-AUO97_RS00515	6.1527105235011845	-4.564436419052881	1.12484847782446	-4.057823350466578	4.953221046846184e-5	0.001118707096459298
gene-AUO97_RS00545	14.580394344294763	3.6590193834251483	0.5838277314359144	6.267292878373304	3.673787878243658e-10	4.537128029630918e-8
gene-AUO97_RS00600	21.343300515609496	-2.3949848881862703	0.7983205429599592	-3.000029135297341	0.002699537828103523	0.023836594527357112
gene-AUO97_RS00605	41.508998734405075	-1.9805488243771767	0.358624425957947	-5.52262668413283	3.3396883500390395e-8	2.3830531759945236e-6
gene-AUO97_RS00655	12.157821587499464	-1.5156113771854969	0.5622166841855204	-2.6957780155193243	0.007022444841564019	0.04620711144725833
gene-AUO97_RS00660	5.521126470356075	-3.249199835094572	1.1515471529453385	-2.821595126855222	0.0047785463080049434	0.03519245916285292
gene-AUO97_RS00685	6.992999561058718	-4.305116279238333	1.1404040928735955	-3.7750796460141434	1.599565477307089e-4	0.0028551062119064417
