row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-AUO97_RS00005	0.23407810872018256	0.8548463630537266	6.846180626753248	0.12486471065533826	0.9006306564876083	NA
gene-AUO97_RS00010	18.254763868049015	-0.2828050723095525	0.3983195705156674	-0.7099954238839709	0.4777069739282623	0.8052695990728436
gene-AUO97_RS00015	1.8492694115281165	-3.3999027882909596	1.327249688421345	-2.561615058531199	0.010418672447282958	NA
gene-AUO97_RS00020	38.393056615602404	-0.6318719293540475	0.4030755976376952	-1.5676263536102377	0.11696835808620484	0.450635180276979
gene-AUO97_RS00025	15.437192834841929	-0.5337279679922774	0.560444363652361	-0.952329977081087	0.34092965943490444	0.7102903738618856
gene-AUO97_RS00030	0.7984750826935338	-0.5585211020089614	2.0626439364153577	-0.27077921310044817	0.7865608483506152	NA
gene-AUO97_RS00035	3.2830086101302656	-0.8273230384296386	0.9562017233501415	-0.8652181001421285	0.3869190926741664	0.744337440461107
gene-AUO97_RS00040	2.962183781972512	-2.736206866227554	1.4252139921333284	-1.9198568645343346	0.05487598177985941	0.32470140636139483
gene-AUO97_RS00045	1.6394690440346265	-1.5068368644110444	1.5093585648234191	-0.9983292900234944	0.3181197090756186	NA
gene-AUO97_RS00050	4.925451021423902	-0.014969047211428494	0.7552635830391471	-0.01981963323478899	0.9841872559026839	0.9957699373497907
gene-AUO97_RS00055	0.2397817087690305	-0.6395970510449961	3.528762079602783	-0.18125252896533978	0.8561693651887474	NA
gene-AUO97_RS00060	1.7725487844658478	-1.1824657570364165	1.4024829368712308	-0.8431230968658728	0.3991596024957889	NA
gene-AUO97_RS00065	17.241274081877926	0.5109659412090258	0.4357555684371568	1.1725976171494767	0.24095720543071175	0.6146797063578366
gene-AUO97_RS00070	6.7304011488287445	0.1690281759375323	0.8714487080214978	0.19396227727652166	0.8462054192945061	0.9613936529508724
gene-AUO97_RS00075	14.50790333110986	0.8579605187517457	0.44574184941619605	1.9247923879605362	0.054255336687282774	0.32467495748697994
gene-AUO97_RS00080	1.356438250858757	1.196303003016332	1.5125563973306964	0.790914643002749	0.4289938029106788	NA
gene-AUO97_RS00085	0.3107002666066077	0.855019775516095	3.2037553429924346	0.2668804836755957	0.7895611835862981	NA
gene-AUO97_RS00090	0.013567647446169425	0.855099265792721	7.768564497932897	0.1100717212324427	0.9123524950434024	NA
