row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-AUO97_RS00005	0.23407810872018256	1.7339926869577416	6.846180626753244	0.25327883990990696	0.8000527464313361	NA
gene-AUO97_RS00010	18.254763868049015	-0.4606881135214885	0.42455188467801547	-1.085116166357097	0.27787020804913926	0.495202164288083
gene-AUO97_RS00015	1.8492694115281165	-0.80754530756551135	1.3812107894319037	-0.584664783785578	0.5587731377990918	0.730248492255956
gene-AUO97_RS00020	38.393056615602404	-1.9018646495379656	0.4616062267674898	-4.120101808106526	3.787050253117222e-5	9.21228663845409e-4
gene-AUO97_RS00025	15.437192834841929	0.29263967458620344	0.591130337406517	0.49505101678609464	0.6205641090123577	0.7777639945506168
gene-AUO97_RS00030	0.7984750826935338	1.7342005208034224	2.072411509258357	0.8368031701503296	0.4027032151725808	NA
gene-AUO97_RS00035	3.2830086101302656	-0.6051588808228522	1.0464819408711405	-0.578279334967873	0.5630755438996353	0.7340785917424802
gene-AUO97_RS00040	2.962183781972512	1.4181789759433672	1.1132259618977174	1.2739363116593114	0.20268598822869163	0.41165383188003085
gene-AUO97_RS00045	1.6394690440346265	-1.5474941641482163	1.4211294061533535	-1.0889185442562201	0.27618980777182633	0.4936275537374448
gene-AUO97_RS00050	4.925451021423902	0.1806608348168471	0.8244215019382506	0.21913649072968824	0.8265437260141346	0.9111242634819517
gene-AUO97_RS00055	0.2397817087690305	-0.24718594988605788	3.4920573091026643	-0.07078519279787421	0.9435687166968167	NA
gene-AUO97_RS00060	1.7725487844658478	0.19755506216832494	1.1768148246441277	0.16787268313692955	0.866683440821219	0.9329194942633103
gene-AUO97_RS00065	17.241274081877926	1.271203519061063	0.41097393195838106	3.0931487868427547	0.0019804481603259514	0.019096753882302194
gene-AUO97_RS00070	6.7304011488287445	-1.0430732410070582	1.047741055825614	-0.9955448774364601	0.3194713289793197	0.5324162302519505
gene-AUO97_RS00075	14.50790333110986	-1.890378545574045	0.672140798248988	-2.812474038919704	0.004916199185487384	0.03571474114162893
gene-AUO97_RS00080	1.356438250858757	-1.2829152673412616	1.5772435687164075	-0.8133907107228364	0.4159940835446339	NA
gene-AUO97_RS00085	0.3107002666066077	1.7342014292775731	3.2037553429924355	0.5413027037382199	0.5882989572035339	NA
gene-AUO97_RS00090	0.013567647446169425	1.73423257848983	7.768564497932899	0.22323719896401503	0.8233509017649545	NA
gene-AUO97_RS00095	0.14816959913030886	2.455536553755301	7.7685644979328945	0.31608626721303335	0.7519370299752862	NA
gene-AUO97_RS00100	6.143957187458702	-0.0030955377796842124	0.9107913925457786	-0.003398734117405071	0.9972882077422796	0.999779093056653
gene-AUO97_RS00105	13.605660379124455	-0.5794784554638572	0.5736456316206617	-1.01016799138994	0.31241481182676467	0.5260429789070484
gene-AUO97_RS00110	14.796904048689104	-4.181446336989782	1.1080925155449275	-3.77355345183743	1.609387182669156e-4	0.0028551062119064417
gene-AUO97_RS00120	9.424820842584587	0.4396740658406958	0.7163814734944621	0.6137429318153558	0.5393852137645595	0.7154492848543125
gene-AUO97_RS00125	2.282997901305022	-1.6859289985318013	1.366955818135272	-1.233345640118534	0.21744683680966517	0.4304696627594543
gene-AUO97_RS00130	20.387365978161657	0.14089576565682546	0.32814291454522965	0.42937317678210923	0.6676516708747962	0.80818963429602
gene-AUO97_RS00135	100.24846175547857	-0.9011323512788177	0.4103920184394812	-2.195784300838453	0.028107385864567003	0.12147081562735484
