row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-AUO97_RS00005	0.23407810872018256	1.6916404768714746	6.84618062675324	0.24709258623135757	0.8048365712078629	NA
gene-AUO97_RS00010	18.254763868049015	-1.5911199171555521	0.4005397430209416	-3.972439551578688	7.114029255969466e-5	0.0011774818526246369
gene-AUO97_RS00015	1.8492694115281165	-3.15686478800997	1.3082557442387384	-2.413033385797912	0.015820370366569685	0.07006787482352449
gene-AUO97_RS00020	38.393056615602404	-1.6309715564132838	0.4144057336035687	-3.9356877189675026	8.295878937819457e-5	0.0013187162014523899
gene-AUO97_RS00025	15.437192834841929	-0.7033668091635019	0.602870247610962	-1.1666968339386212	0.24333282186466915	0.4498225048977851
gene-AUO97_RS00030	0.7984750826935338	-0.4081126742360809	1.9786085999935354	-0.20626245849604327	0.8365859017555074	NA
gene-AUO97_RS00035	3.2830086101302656	-2.458288301223455	1.1015743791709116	-2.2316135412242066	0.025640515892504934	0.09913611299863934
gene-AUO97_RS00040	2.962183781972512	0.3955885786749761	1.2213611247527958	0.32389157527430185	0.7460201224383796	0.8782172427870099
gene-AUO97_RS00045	1.6394690440346265	-2.0729174215739383	1.3620252496836316	-1.521937586733749	0.12802472007091012	0.2996049144869736
gene-AUO97_RS00050	4.925451021423902	0.8052304046518918	0.7280594428009519	1.1059954137179402	0.26872850446166824	0.47911561789362395
gene-AUO97_RS00055	0.2397817087690305	1.691852313345768	3.537737757054719	0.47822999598316457	0.6324865151828385	NA
gene-AUO97_RS00060	1.7725487844658478	-0.21289724049226585	1.131864718206127	-0.18809424577672412	0.8508027717973653	0.9324462888221798
gene-AUO97_RS00065	17.241274081877926	1.3122601240397593	0.37176911887888126	3.5297717249809577	4.1591836035817346e-4	0.0047025135743313205
gene-AUO97_RS00070	6.7304011488287445	-0.20991437907066143	0.9367595656203566	-0.22408565311169087	0.822690655795851	0.9159788504039681
gene-AUO97_RS00075	14.50790333110986	-2.7122790827719507	0.5507213087074866	-4.924957578157861	8.437865768675865e-7	2.6562732336488432e-5
gene-AUO97_RS00080	1.356438250858757	-1.3201057343820772	1.475440239190612	-0.8947198939797472	0.3709368413346121	NA
gene-AUO97_RS00085	0.3107002666066077	-0.40004219539457864	3.144730694542732	-0.12721031918211612	0.8987739382107887	NA
gene-AUO97_RS00090	0.013567647446169425	0.9705949432781091	7.7685644979328945	0.1249387764671801	0.9005720196884462	NA
gene-AUO97_RS00095	0.14816959913030886	2.5062260098328872	7.758381340331418	0.3230346511590558	0.7466689998396842	NA
gene-AUO97_RS00100	6.143957187458702	2.072005595834705	0.8114842463573153	2.5533528286417932	0.01066913568112007	0.05315792113447948
gene-AUO97_RS00105	13.605660379124455	-0.012109772621313342	0.4785027390424909	-0.025307634906219414	0.9798095841083232	0.9940862416248031
gene-AUO97_RS00110	14.796904048689104	0.19145569052059386	0.49230159426018294	0.38889918853159133	0.6973507224703153	0.8432195298400214
gene-AUO97_RS00120	9.424820842584587	0.12407060414521107	0.6269336684211053	0.1979006877357144	0.8431227660841277	0.9274765519719762
gene-AUO97_RS00125	2.282997901305022	1.651012574947512	0.8971228603133172	1.8403416610863101	0.06571809258020178	0.1916645938188206
gene-AUO97_RS00130	20.387365978161657	0.03490293297996288	0.28480549612339817	0.12255006822214001	0.9024633960710635	0.9565638602570548
gene-AUO97_RS00135	100.24846175547857	-1.9588232466989552	0.4068629335695558	-4.814454906259192	1.4760222793553146e-6	4.231703159830281e-5
gene-AUO97_RS00140	2.8972223539346857	-1.2781778348280723	1.1820539589758867	-1.081319363741623	0.2795550768264208	0.4902519670615167
gene-AUO97_RS00145	1.5161803753862302	0.18567149289264667	1.2891806311537963	0.1440228687941686	0.8854824112124169	0.9505629505160093
gene-AUO97_RS00150	6.80260645540061	-1.5411148245795108	0.6201898527208874	-2.4849081580718475	0.012958486164822414	0.060479213772158105
gene-AUO97_RS00155	4.012726660779075	0.07325901385206819	0.8195379560696134	0.08939062957304372	0.928771470176878	0.9663918310881255
gene-AUO97_RS00160	1.1281246455745206	-1.283311126325268	1.7781232440734687	-0.7217222600303874	0.4704652534304768	NA
gene-AUO97_RS00165	2.963762078192179	2.140689895999554	0.7620653449695971	2.8090634354786963	0.00496858553550802	0.030563463897540714
gene-AUO97_RS00170	4.480232397930882	-0.5889073178732801	0.7965630239371778	-0.7393103874725236	0.45971854318440597	0.6685490227197135
gene-AUO97_RS00175	4.515983610864031	1.1714878560169275	0.7457232591771733	1.57094182272059	0.11619616282535011	0.2828702644671715
gene-AUO97_RS00180	0.30340896567090647	-0.5131071700883734	3.453178196511112	-0.1485898325799655	0.8818772963672564	NA
gene-AUO97_RS00185	1.998377353888399	0.13312092143966195	1.1737976047691803	0.11341045585609226	0.9097051506197714	0.9592982721313912
gene-AUO97_RS00190	4.546637718704375	-0.4161780431597237	0.8158756782813746	-0.510099827998788	0.6099815257010104	0.7881894080587301
gene-AUO97_RS00195	15.996468164282131	-0.4298847936946364	0.4752264693859969	-0.9045893303250913	0.3656829899377123	0.5744657929011714
gene-AUO97_RS00200	81.57208196380749	-0.19550423192125374	0.29780542020530243	-0.6564831217191284	0.511513323859561	0.7175488348243996
gene-AUO97_RS00205	1.1811009169602777	0.2730067938227932	1.8166169855014331	0.15028307893280887	0.8805412824280756	NA
gene-AUO97_RS00210	0.9088497488677042	1.1428534595583109	1.8632679468496824	0.6133596949867509	0.5396385301356073	NA
gene-AUO97_RS00215	1.4077169969849035	-2.43002632534214	1.6019715148954554	-1.516897337279261	0.12929260600726708	0.3012761668282544
gene-AUO97_RS00220	0.9287629840294247	-1.5277135150280448	1.5690177744843992	-0.973675085057639	0.33021789186711575	NA
gene-AUO97_RS00225	0.7865744185693065	-0.38081315489315204	1.769106457851207	-0.2152573425997752	0.8295666856852378	NA
gene-AUO97_RS00230	10.092389157706526	-0.2400406361368199	0.4370905446801169	-0.5491782859601613	0.5828831044517896	0.770058639330282
gene-AUO97_RS00235	26.02811920325641	-0.18083224428764877	0.3783743902501399	-0.47791882576434996	0.6327079816443903	0.8014301100828944
gene-AUO97_RS00240	7.021087740916014	-1.9313296918322533	0.7178861364809274	-2.6903008620553917	0.0071387626947332665	0.039297448923751234
gene-AUO97_RS00245	33.587362151481706	-0.9701364828461706	0.2982805908051262	-3.252429131334207	0.001144231255267877	0.01014952088581534
gene-AUO97_RS00250	22.40595736384591	-0.8601303886071594	0.39439953219545526	-2.1808605700396693	0.02919373089896868	0.10874834097052022
gene-AUO97_RS00255	18.803066781798528	1.7356868182998182	0.3846467115670397	4.512418190782601	6.409265925281681e-6	1.5244557693392207e-4
gene-AUO97_RS00260	4.476601773327795	0.9293987843689074	0.8593729546480224	1.081484795794587	0.27948152031505674	0.4902519670615167
gene-AUO97_RS00265	2.0069123687275257	-0.7615444044153913	1.3920654045497978	-0.5470607932115655	0.5843369668310041	0.770058639330282
gene-AUO97_RS00270	0.9673280721563922	1.4425681774434438	1.5235622280545178	0.9468390269070285	0.34372081160508017	NA
gene-AUO97_RS00275	136.45537837282495	1.7277054776433702	0.19463371019287626	8.876702170098207	6.887189343523845e-19	3.159252140293581e-16
gene-AUO97_RS00280	135.85899015239556	-3.9127785816575162	0.5620194782999722	-6.961998173965618	3.3547985516288533e-12	3.853298259313386e-10
gene-AUO97_RS00285	3.1820555021776165	-0.031094373224298925	1.3453847608657545	-0.02311188154404968	0.9815610281168511	0.9940862416248031
gene-AUO97_RS00290	15.8369589133514	0.8824036221682258	0.4346098561751209	2.030335045629227	0.04232249421293506	0.14155992595597341
gene-AUO97_RS00295	10.774807384821724	-0.38020660294703457	0.5090587916672827	-0.7468815177550945	0.4551350832941396	0.6651974294298963
gene-AUO97_RS00300	7.593187969065008	-0.07194732669480974	0.7141331390145368	-0.10074777764002518	0.9197506832188548	0.9625195335857808
gene-AUO97_RS00305	17.418217837579263	0.04414027012272617	0.3702533857799956	0.11921638482721209	0.9051039260091157	0.9572755949984423
gene-AUO97_RS00310	12.383922697669039	-1.295332463020356	0.47320583024159635	-2.737355248474054	0.006193537018074392	0.035640586675693316
gene-AUO97_RS00320	73.63310526176593	-0.1207202641698571	0.2541484250090661	-0.4749990646825795	0.6347876399439564	0.8031126356561219
gene-AUO97_RS00325	10.36814542658691	0.2952054691475724	0.4605240788611816	0.6410207037981132	0.52150923162201	0.7252343623812361
gene-AUO97_RS00330	5.97929702364061	-0.27302732862048934	0.6966090885953624	-0.3919376492359864	0.6951042839318586	0.8422340390616366
gene-AUO97_RS00335	64.59689708579357	0.7976867116743895	0.2862451660017335	2.7867255290856465	0.00532435544134793	0.03213628819956429
